"WDID"	"Date/time of sample collection"	"Monitoring Location Latitude"	"Monitoring Location Longitude"	"Parameter"	"Result"	"Units"	"Latitude"	"Longitude"	"DateEntered"
"9 37I026237"	12/22/2015 0:00:00	33.16	-117.20	"Aluminum Total"	13.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	12/22/2015 0:00:00	33.16	-117.20	"Iron Total"	1.80	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	12/22/2015 0:00:00	33.16	-117.20	"Iron Total"	16.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	12/22/2015 0:00:00	33.16	-117.20	"Nitrite Plus Nitrate (as N)"	0.45	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	12/22/2015 0:00:00	33.16	-117.20	"Nitrite Plus Nitrate (as N)"	2.80	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	12/22/2015 0:00:00	33.16	-117.20	"Oil and Grease"	1.70	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	12/22/2015 0:00:00	33.16	-117.20	"Oil and Grease"	4.10	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	12/22/2015 0:00:00	33.16	-117.20	"pH"	6.00	"SU"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	12/22/2015 0:00:00	33.16	-117.20	"pH"	7.00	"SU"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	12/22/2015 0:00:00	33.16	-117.20	"Total Suspended Solids (TSS)"	41.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	12/22/2015 0:00:00	33.16	-117.20	"Total Suspended Solids (TSS)"	470.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	12/22/2015 0:00:00	33.16	-117.20	"Zinc Total"	0.63	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	12/22/2015 0:00:00	33.16	-117.20	"Zinc Total"	15.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	1/5/2016 0:00:00	33.16	-117.20	"Aluminum, Total Recoverable"	7.60	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	1/5/2016 0:00:00	33.16	-117.20	"Aluminum, Total Recoverable"	25.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	1/5/2016 0:00:00	33.16	-117.20	"Iron, Total Recoverable"	18.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	1/5/2016 0:00:00	33.16	-117.20	"Iron, Total Recoverable"	33.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	1/5/2016 0:00:00	33.16	-117.20	"Nitrite Plus Nitrate (as N)"	0.07	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	1/5/2016 0:00:00	33.16	-117.20	"Nitrite Plus Nitrate (as N)"	0.24	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	1/5/2016 0:00:00	33.16	-117.20	"Oil and Grease"	1.80	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	1/5/2016 0:00:00	33.16	-117.20	"Oil and Grease"	3.50	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	1/5/2016 0:00:00	33.16	-117.20	"pH"	6.00	"SU"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	1/5/2016 0:00:00	33.16	-117.20	"pH"	7.00	"SU"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	1/5/2016 0:00:00	33.16	-117.20	"Total Suspended Solids (TSS)"	340.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	1/5/2016 0:00:00	33.16	-117.20	"Total Suspended Solids (TSS)"	1100.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	1/5/2016 0:00:00	33.16	-117.20	"Zinc, Total Recoverable"	2.20	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	1/5/2016 0:00:00	33.16	-117.20	"Zinc, Total Recoverable"	2.40	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	3/7/2016 0:00:00	33.16	-117.20	"Aluminum, Total Recoverable"	2.50	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	3/7/2016 0:00:00	33.16	-117.20	"Aluminum, Total Recoverable"	3.30	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	3/7/2016 0:00:00	33.16	-117.20	"Iron, Total Recoverable"	2.40	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	3/7/2016 0:00:00	33.16	-117.20	"Iron, Total Recoverable"	4.40	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	3/7/2016 0:00:00	33.16	-117.20	"Nitrite Plus Nitrate (as N)"	0.12	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	3/7/2016 0:00:00	33.16	-117.20	"Nitrite Plus Nitrate (as N)"	0.63	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	3/7/2016 0:00:00	33.16	-117.20	"Oil and Grease"	1.60	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	3/7/2016 0:00:00	33.16	-117.20	"Oil and Grease"	1.70	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	3/7/2016 0:00:00	33.16	-117.20	"pH"	6.00	"SU"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	3/7/2016 0:00:00	33.16	-117.20	"Total Suspended Solids (TSS)"	61.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	3/7/2016 0:00:00	33.16	-117.20	"Total Suspended Solids (TSS)"	86.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	3/7/2016 0:00:00	33.16	-117.20	"Zinc, Total Recoverable"	0.29	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	3/7/2016 0:00:00	33.16	-117.20	"Zinc, Total Recoverable"	0.40	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	5/6/2016 0:00:00	33.16	-117.20	"Aluminum, Total Recoverable"	0.33	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	5/6/2016 0:00:00	33.16	-117.20	"Aluminum, Total Recoverable"	11.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	5/6/2016 0:00:00	33.16	-117.20	"Iron, Total Recoverable"	0.68	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	5/6/2016 0:00:00	33.16	-117.20	"Iron, Total Recoverable"	10.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	5/6/2016 0:00:00	33.16	-117.20	"Nitrite Plus Nitrate (as N)"	0.07	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	5/6/2016 0:00:00	33.16	-117.20	"Nitrite Plus Nitrate (as N)"	0.58	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	5/6/2016 0:00:00	33.16	-117.20	"Oil and Grease"	1.80	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	5/6/2016 0:00:00	33.16	-117.20	"Oil and Grease"	3.70	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	5/6/2016 0:00:00	33.16	-117.20	"pH"	6.00	"SU"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	5/6/2016 0:00:00	33.16	-117.20	"pH"	7.00	"SU"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	5/6/2016 0:00:00	33.16	-117.20	"Total Suspended Solids (TSS)"	16.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	5/6/2016 0:00:00	33.16	-117.20	"Total Suspended Solids (TSS)"	700.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	5/6/2016 0:00:00	33.16	-117.20	"Zinc, Total Recoverable"	0.44	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	5/6/2016 0:00:00	33.16	-117.20	"Zinc, Total Recoverable"	1.20	"mg/L"	33.16	-117.20	8/14/2017 13:08:07
"9 37I026237"	12/16/2016 0:00:00	33.16	-117.20	"Aluminum, Total Recoverable"	0.76	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	12/16/2016 0:00:00	33.16	-117.20	"Aluminum, Total Recoverable"	2.70	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	12/16/2016 0:00:00	33.16	-117.20	"Iron, Total Recoverable"	1.10	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	12/16/2016 0:00:00	33.16	-117.20	"Iron, Total Recoverable"	3.70	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	12/16/2016 0:00:00	33.16	-117.20	"Nitrite Plus Nitrate (as N)"	3.40	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	12/16/2016 0:00:00	33.16	-117.20	"Nitrite Plus Nitrate (as N)"	8.90	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	12/16/2016 0:00:00	33.16	-117.20	"Oil and Grease"	1.60	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	12/16/2016 0:00:00	33.16	-117.20	"Oil and Grease"	2.20	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	12/16/2016 0:00:00	33.16	-117.20	"pH"	7.00	"SU"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	12/16/2016 0:00:00	33.16	-117.20	"Total Suspended Solids (TSS)"	26.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	12/16/2016 0:00:00	33.16	-117.20	"Total Suspended Solids (TSS)"	71.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	12/16/2016 0:00:00	33.16	-117.20	"Zinc, Total Recoverable"	0.41	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	12/16/2016 0:00:00	33.16	-117.20	"Zinc, Total Recoverable"	0.54	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/5/2017 0:00:00	33.16	-117.20	"Aluminum, Total Recoverable"	2.40	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/5/2017 0:00:00	33.16	-117.20	"Aluminum, Total Recoverable"	54.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/5/2017 0:00:00	33.16	-117.20	"Hardness, Total (as CaCO3)"	20.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/5/2017 0:00:00	33.16	-117.20	"Hardness, Total (as CaCO3)"	250.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/5/2017 0:00:00	33.16	-117.20	"Iron, Total Recoverable"	3.90	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/5/2017 0:00:00	33.16	-117.20	"Iron, Total Recoverable"	57.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/5/2017 0:00:00	33.16	-117.20	"Nitrite Plus Nitrate (as N)"	0.22	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/5/2017 0:00:00	33.16	-117.20	"Nitrite Plus Nitrate (as N)"	0.96	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/5/2017 0:00:00	33.16	-117.20	"Oil and Grease"	2.10	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/5/2017 0:00:00	33.16	-117.20	"Oil and Grease"	2.40	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/5/2017 0:00:00	33.16	-117.20	"pH"	6.00	"SU"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/5/2017 0:00:00	33.16	-117.20	"Titanium, Total Recoverable"	0.12	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/5/2017 0:00:00	33.16	-117.20	"Titanium, Total Recoverable"	1.40	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/5/2017 0:00:00	33.16	-117.20	"Total Suspended Solids (TSS)"	91.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/5/2017 0:00:00	33.16	-117.20	"Total Suspended Solids (TSS)"	1800.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/5/2017 0:00:00	33.16	-117.20	"Zinc, Total Recoverable"	0.57	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/5/2017 0:00:00	33.16	-117.20	"Zinc, Total Recoverable"	6.90	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/19/2017 0:00:00	33.16	-117.20	"Aluminum, Total Recoverable"	0.17	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/19/2017 0:00:00	33.16	-117.20	"Aluminum, Total Recoverable"	0.72	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/19/2017 0:00:00	33.16	-117.20	"Hardness, Total (as CaCO3)"	14.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/19/2017 0:00:00	33.16	-117.20	"Hardness, Total (as CaCO3)"	110.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/19/2017 0:00:00	33.16	-117.20	"Iron, Total Recoverable"	0.28	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/19/2017 0:00:00	33.16	-117.20	"Iron, Total Recoverable"	0.74	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/19/2017 0:00:00	33.16	-117.20	"Nitrite Plus Nitrate (as N)"	0.07	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/19/2017 0:00:00	33.16	-117.20	"Nitrite Plus Nitrate (as N)"	4.20	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/19/2017 0:00:00	33.16	-117.20	"Oil and Grease"	1.50	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/19/2017 0:00:00	33.16	-117.20	"pH"	6.00	"SU"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/19/2017 0:00:00	33.16	-117.20	"pH"	7.00	"SU"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/19/2017 0:00:00	33.16	-117.20	"Titanium, Total Recoverable"	8.7e-03	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/19/2017 0:00:00	33.16	-117.20	"Titanium, Total Recoverable"	0.02	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/19/2017 0:00:00	33.16	-117.20	"Total Suspended Solids (TSS)"	9.60	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/19/2017 0:00:00	33.16	-117.20	"Total Suspended Solids (TSS)"	34.00	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/19/2017 0:00:00	33.16	-117.20	"Zinc, Total Recoverable"	0.18	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026237"	1/19/2017 0:00:00	33.16	-117.20	"Zinc, Total Recoverable"	0.27	"mg/L"	33.16	-117.20	8/14/2017 13:08:08
"9 37I026294"	12/22/2016 0:00:00	32.57	-116.99	"Aluminum Total"	2.30	"mg/L"	32.57	-116.99	8/14/2017 13:08:09
"9 37I026294"	12/22/2016 0:00:00	32.57	-116.99	"Iron Total"	2.25	"mg/L"	32.57	-116.99	8/14/2017 13:08:09
"9 37I026294"	12/22/2016 0:00:00	32.57	-116.99	"Lead Total"	0.01	"mg/L"	32.57	-116.99	8/14/2017 13:08:09
"9 37I026294"	12/22/2016 0:00:00	32.57	-116.99	"Oil and Grease"	5.00	"mg/L"	32.57	-116.99	8/14/2017 13:08:09
"9 37I026294"	12/22/2016 0:00:00	32.57	-116.99	"pH"	6.50	"SU"	32.57	-116.99	8/14/2017 13:08:09
"9 37I026294"	12/22/2016 0:00:00	32.57	-116.99	"Total Suspended Solids (TSS)"	82.00	"mg/L"	32.57	-116.99	8/14/2017 13:08:09
"9 37I026299"	1/19/2017 0:00:00	33.13	-117.12	"Iron Total"	0.98	"mg/L"	33.13	-117.12	8/14/2017 13:08:09
"9 37I026299"	1/19/2017 0:00:00	33.13	-117.12	"Oil and Grease"	2.50	"mg/L"	33.13	-117.12	8/14/2017 13:08:09
"9 37I026299"	1/19/2017 0:00:00	33.13	-117.12	"pH"	7.30	"SU"	33.13	-117.12	8/14/2017 13:08:09
"9 37I026299"	1/19/2017 0:00:00	33.13	-117.12	"Total Suspended Solids (TSS)"	32.00	"mg/L"	33.13	-117.12	8/14/2017 13:08:09
"9 37I026299"	12/16/2017 0:00:00	33.13	-117.12	"Oil and Grease"	3.40	"mg/L"	33.13	-117.12	8/14/2017 13:08:09
"9 37I026299"	12/16/2017 0:00:00	33.13	-117.12	"pH"	7.20	"SU"	33.13	-117.12	8/14/2017 13:08:09
"9 37I026299"	12/16/2017 0:00:00	33.13	-117.12	"Silver Total"	2.2e-04	"mg/L"	33.13	-117.12	8/14/2017 13:08:09
"9 37I026299"	12/16/2017 0:00:00	33.13	-117.12	"Total Suspended Solids (TSS)"	9.00	"mg/L"	33.13	-117.12	8/14/2017 13:08:09
"9 37I026333"	12/16/2016 0:00:00	33.21	-117.27	"Iron Total"	0.08	"mg/L"	33.21	-117.27	8/14/2017 13:08:09
"9 37I026333"	12/16/2016 0:00:00	33.21	-117.27	"Nitrite Plus Nitrate (as N)"	0.57	"mg/L"	33.21	-117.27	8/14/2017 13:08:09
"9 37I026333"	12/16/2016 0:00:00	33.21	-117.27	"pH"	7.29	"SU"	33.21	-117.27	8/14/2017 13:08:09
"9 37I026333"	12/16/2016 0:00:00	33.21	-117.27	"Zinc Total"	0.06	"mg/L"	33.21	-117.27	8/14/2017 13:08:09
"9 37I026333"	12/30/2016 0:00:00	33.21	-117.27	"Aluminum Total"	0.25	"mg/L"	33.21	-117.27	8/14/2017 13:08:09
"9 37I026333"	12/30/2016 0:00:00	33.21	-117.27	"Iron Total"	0.23	"mg/L"	33.21	-117.27	8/14/2017 13:08:09
"9 37I026333"	12/30/2016 0:00:00	33.21	-117.27	"Oil and Grease"	2.20	"mg/L"	33.21	-117.27	8/14/2017 13:08:09
"9 37I026333"	12/30/2016 0:00:00	33.21	-117.27	"pH"	6.73	"SU"	33.21	-117.27	8/14/2017 13:08:09
"9 37I026333"	12/30/2016 0:00:00	33.21	-117.27	"Total Suspended Solids (TSS)"	10.00	"mg/L"	33.21	-117.27	8/14/2017 13:08:09
"9 37I026333"	12/30/2016 0:00:00	33.21	-117.27	"Zinc Total"	0.10	"mg/L"	33.21	-117.27	8/14/2017 13:08:09
"9 37I026333"	2/27/2017 0:00:00	33.21	-117.27	"Iron Total"	0.13	"mg/L"	33.21	-117.27	8/14/2017 13:08:09
"9 37I026333"	2/27/2017 0:00:00	33.21	-117.27	"Oil and Grease"	1.40	"mg/L"	33.21	-117.27	8/14/2017 13:08:09
"9 37I026333"	2/27/2017 0:00:00	33.21	-117.27	"pH"	7.20	"SU"	33.21	-117.27	8/14/2017 13:08:09
"9 37I026333"	2/27/2017 0:00:00	33.21	-117.27	"Zinc Total"	0.05	"mg/L"	33.21	-117.27	8/14/2017 13:08:09
"9 37I026333"	5/9/2017 0:00:00	33.21	-117.27	"Aluminum Total"	0.12	"mg/L"	33.21	-117.27	8/14/2017 13:08:09
"9 37I026333"	5/9/2017 0:00:00	33.21	-117.27	"Iron Total"	0.17	"mg/L"	33.21	-117.27	8/14/2017 13:08:09
"9 37I026333"	5/9/2017 0:00:00	33.21	-117.27	"pH"	8.25	"SU"	33.21	-117.27	8/14/2017 13:08:09
"9 37I026333"	5/9/2017 0:00:00	33.21	-117.27	"Zinc Total"	0.22	"mg/L"	33.21	-117.27	8/14/2017 13:08:09
"9 37I026337"	1/5/2016 0:00:00	32.88	-117.19	"pH"	6.00	"SU"	32.88	-117.19	8/14/2017 13:08:07
"9 37I026337"	1/5/2016 0:00:00	32.88	-117.19	"Total Suspended Solids (TSS)"	30.60	"mg/L"	32.88	-117.19	8/14/2017 13:08:07
"9 37I026337"	12/16/2016 0:00:00	32.88	-117.19	"pH"	7.00	"SU"	32.88	-117.19	8/14/2017 13:08:09
"9 37I026337"	12/16/2016 0:00:00	32.88	-117.19	"Total Suspended Solids (TSS)"	7.83	"mg/L"	32.88	-117.19	8/14/2017 13:08:09
"9 37I026337"	1/19/2017 0:00:00	32.88	-117.19	"pH"	7.00	"SU"	32.88	-117.19	8/14/2017 13:08:09
"9 37I026337"	1/19/2017 0:00:00	32.88	-117.19	"Total Suspended Solids (TSS)"	64.50	"mg/L"	32.88	-117.19	8/14/2017 13:08:09
"9 37I026372"	11/25/2015 0:00:00	32.91	-117.23	"pH"	6.94	"SU"	32.91	-117.23	8/14/2017 13:08:07
"9 37I026372"	11/25/2015 0:00:00	32.91	-117.23	"pH"	8.52	"SU"	32.91	-117.23	8/14/2017 13:08:07
"9 37I026372"	11/25/2015 0:00:00	32.91	-117.23	"Total Suspended Solids (TSS)"	25.00	"mg/L"	32.91	-117.23	8/14/2017 13:08:07
"9 37I026372"	11/25/2015 0:00:00	32.91	-117.23	"Total Suspended Solids (TSS)"	100.00	"mg/L"	32.91	-117.23	8/14/2017 13:08:07
"9 37I026372"	5/6/2016 0:00:00	32.91	-117.23	"pH"	6.93	"SU"	32.91	-117.23	8/14/2017 13:08:07
"9 37I026372"	5/6/2016 0:00:00	32.91	-117.23	"pH"	7.03	"SU"	32.91	-117.23	8/14/2017 13:08:07
"9 37I026372"	5/6/2016 0:00:00	32.91	-117.23	"pH"	7.28	"SU"	32.91	-117.23	8/14/2017 13:08:07
"9 37I026372"	5/6/2016 0:00:00	32.91	-117.23	"Total Suspended Solids (TSS)"	8.00	"mg/L"	32.91	-117.23	8/14/2017 13:08:07
"9 37I026372"	5/6/2016 0:00:00	32.91	-117.23	"Total Suspended Solids (TSS)"	10.00	"mg/L"	32.91	-117.23	8/14/2017 13:08:07
"9 37I026372"	9/20/2016 0:00:00	32.91	-117.23	"Oil and Grease"	2.00	"mg/L"	32.91	-117.23	8/14/2017 13:08:09
"9 37I026372"	9/20/2016 0:00:00	32.91	-117.23	"Oil and Grease"	2.20	"mg/L"	32.91	-117.23	8/14/2017 13:08:09
"9 37I026372"	9/20/2016 0:00:00	32.91	-117.23	"Oil and Grease"	3.90	"mg/L"	32.91	-117.23	8/14/2017 13:08:09
"9 37I026372"	9/20/2016 0:00:00	32.91	-117.23	"pH"	5.74	"SU"	32.91	-117.23	8/14/2017 13:08:09
"9 37I026372"	9/20/2016 0:00:00	32.91	-117.23	"pH"	5.79	"SU"	32.91	-117.23	8/14/2017 13:08:09
"9 37I026372"	9/20/2016 0:00:00	32.91	-117.23	"Total Suspended Solids (TSS)"	64.00	"mg/L"	32.91	-117.23	8/14/2017 13:08:09
"9 37I026372"	9/20/2016 0:00:00	32.91	-117.23	"Total Suspended Solids (TSS)"	96.00	"mg/L"	32.91	-117.23	8/14/2017 13:08:09
"9 37I026372"	2/7/2017 0:00:00	32.91	-117.23	"pH"	6.32	"SU"	32.91	-117.23	8/14/2017 13:08:09
"9 37I026372"	2/7/2017 0:00:00	32.91	-117.23	"pH"	6.42	"SU"	32.91	-117.23	8/14/2017 13:08:09
"9 37I026372"	2/7/2017 0:00:00	32.91	-117.23	"pH"	6.95	"SU"	32.91	-117.23	8/14/2017 13:08:09
"9 37I026372"	2/7/2017 0:00:00	32.91	-117.23	"Total Suspended Solids (TSS)"	8.00	"mg/L"	32.91	-117.23	8/14/2017 13:08:09
"9 37I026372"	2/7/2017 0:00:00	32.91	-117.23	"Total Suspended Solids (TSS)"	21.00	"mg/L"	32.91	-117.23	8/14/2017 13:08:09
"9 37I026372"	2/7/2017 0:00:00	32.91	-117.23	"Total Suspended Solids (TSS)"	44.00	"mg/L"	32.91	-117.23	8/14/2017 13:08:09
"9 37I026464"	4/7/2016 0:00:00	33.01	-117.09	"Oil and Grease"	5.50	"mg/L"	33.01	-117.09	8/14/2017 13:08:07
"9 37I026464"	4/7/2016 0:00:00	33.01	-117.09	"pH"	7.80	"SU"	33.01	-117.09	8/14/2017 13:08:07
"9 37I026464"	4/7/2016 0:00:00	33.01	-117.09	"Total Suspended Solids (TSS)"	32.00	"mg/L"	33.01	-117.09	8/14/2017 13:08:07
"9 37I026466"	12/16/2016 0:00:00	33.12	-117.10	"Iron Total"	0.80	"mg/L"	33.12	-117.10	8/14/2017 13:08:09
"9 37I026466"	12/16/2016 0:00:00	33.12	-117.10	"Lead Total"	3.6e-03	"mg/L"	33.12	-117.10	8/14/2017 13:08:09
"9 37I026466"	12/16/2016 0:00:00	33.12	-117.10	"Nitrite Plus Nitrate (as N)"	1.88	"mg/L"	33.12	-117.10	8/14/2017 13:08:09
"9 37I026466"	12/16/2016 0:00:00	33.12	-117.10	"pH"	6.60	"SU"	33.12	-117.10	8/14/2017 13:08:09
"9 37I026466"	12/16/2016 0:00:00	33.12	-117.10	"Phosphorus Total (as P)"	1.60	"mg/L"	33.12	-117.10	8/14/2017 13:08:09
"9 37I026466"	12/16/2016 0:00:00	33.12	-117.10	"Total Suspended Solids (TSS)"	110.00	"mg/L"	33.12	-117.10	8/14/2017 13:08:09
"9 37I026466"	12/16/2016 0:00:00	33.12	-117.10	"Zinc Total"	0.25	"mg/L"	33.12	-117.10	8/14/2017 13:08:09
"9 37I026466"	2/27/2017 0:00:00	33.12	-117.10	"Iron Total"	3.60	"mg/L"	33.12	-117.10	8/14/2017 13:08:09
"9 37I026466"	2/27/2017 0:00:00	33.12	-117.10	"Lead Total"	0.01	"mg/L"	33.12	-117.10	8/14/2017 13:08:09
"9 37I026466"	2/27/2017 0:00:00	33.12	-117.10	"Nitrite Plus Nitrate (as N)"	0.34	"mg/L"	33.12	-117.10	8/14/2017 13:08:09
"9 37I026466"	2/27/2017 0:00:00	33.12	-117.10	"Oil and Grease"	1.70	"mg/L"	33.12	-117.10	8/14/2017 13:08:09
"9 37I026466"	2/27/2017 0:00:00	33.12	-117.10	"pH"	7.10	"SU"	33.12	-117.10	8/14/2017 13:08:09
"9 37I026466"	2/27/2017 0:00:00	33.12	-117.10	"Phosphorus Total (as P)"	1.30	"mg/L"	33.12	-117.10	8/14/2017 13:08:09
"9 37I026466"	2/27/2017 0:00:00	33.12	-117.10	"Total Suspended Solids (TSS)"	120.00	"mg/L"	33.12	-117.10	8/14/2017 13:08:09
"9 37I026466"	2/27/2017 0:00:00	33.12	-117.10	"Zinc Total"	0.59	"mg/L"	33.12	-117.10	8/14/2017 13:08:09
"9 37I026520"	12/22/2016 0:00:00			"pH"	6.00	"SU"	32.86	-117.11	8/14/2017 13:08:10
"9 37I026520"	12/22/2016 0:00:00			"Total Suspended Solids (TSS)"	250.00	"mg/L"	32.86	-117.11	8/14/2017 13:08:10
"9 37I026520"	1/20/2017 0:00:00			"pH"	6.00	"SU"	32.86	-117.11	8/14/2017 13:08:10
"9 37I026520"	1/20/2017 0:00:00			"Total Suspended Solids (TSS)"	350.00	"mg/L"	32.86	-117.11	8/14/2017 13:08:10
