"WDID"	"Date/time of sample collection"	"Monitoring Location Latitude"	"Monitoring Location Longitude"	"Parameter"	"Result"	"Units"	"Latitude"	"Longitude"	"DateEntered"
"9 30I000113"	1/5/2016 0:00:00	33.62	-117.68	"pH"	7.10	"SU"	33.62	-117.68	8/14/2017 13:08:08
"9 30I000113"	1/5/2016 0:00:00	33.62	-117.68	"Total Suspended Solids (TSS)"	39.00	"mg/L"	33.62	-117.68	8/14/2017 13:08:08
"9 30I000113"	1/20/2017 0:00:00	33.62	-117.68	"Oil and Grease"	1.50	"mg/L"	33.62	-117.68	8/14/2017 13:08:09
"9 30I000113"	1/20/2017 0:00:00	33.62	-117.68	"pH"	6.90	"SU"	33.62	-117.68	8/14/2017 13:08:09
"9 30I000113"	1/20/2017 0:00:00	33.62	-117.68	"Total Suspended Solids (TSS)"	19.00	"mg/L"	33.62	-117.68	8/14/2017 13:08:09
"9 30I001966"	12/19/2013 0:00:00	33.46	-117.67	"Cadmium Total"	0.01	"mg/L"	33.46	-117.67	8/14/2017 13:08:06
"9 30I001966"	12/19/2013 0:00:00	33.46	-117.67	"Copper Total"	0.05	"mg/L"	33.46	-117.67	8/14/2017 13:08:06
"9 30I001966"	12/19/2013 0:00:00	33.46	-117.67	"Electrical Conductivity @ 25 Deg. C"	115.00	"umhos/cm"	33.46	-117.67	8/14/2017 13:08:06
"9 30I001966"	12/19/2013 0:00:00	33.46	-117.67	"Electrical Conductivity @ 25 Deg. C"	126.00	"umhos/cm"	33.46	-117.67	8/14/2017 13:08:06
"9 30I001966"	12/19/2013 0:00:00	33.46	-117.67	"Gasoline"	0.02	"mg/L"	33.46	-117.67	8/14/2017 13:08:06
"9 30I001966"	12/19/2013 0:00:00	33.46	-117.67	"Lead Total"	0.01	"mg/L"	33.46	-117.67	8/14/2017 13:08:06
"9 30I001966"	12/19/2013 0:00:00	33.46	-117.67	"Methylene Blue Active Substances (MBAS)"	0.90	"mg/L"	33.46	-117.67	8/14/2017 13:08:06
"9 30I001966"	12/19/2013 0:00:00	33.46	-117.67	"Methylene Blue Active Substances (MBAS)"	1.00	"mg/L"	33.46	-117.67	8/14/2017 13:08:06
"9 30I001966"	12/19/2013 0:00:00	33.46	-117.67	"Nickel Total"	0.05	"mg/L"	33.46	-117.67	8/14/2017 13:08:06
"9 30I001966"	12/19/2013 0:00:00	33.46	-117.67	"Oil and Grease"	5.00	"mg/L"	33.46	-117.67	8/14/2017 13:08:06
"9 30I001966"	12/19/2013 0:00:00	33.46	-117.67	"Petroleum Hydrocarbons Total"	0.50	"mg/L"	33.46	-117.67	8/14/2017 13:08:06
"9 30I001966"	12/19/2013 0:00:00	33.46	-117.67	"pH"	6.00	"SU"	33.46	-117.67	8/14/2017 13:08:06
"9 30I001966"	12/19/2013 0:00:00	33.46	-117.67	"Total Suspended Solids (TSS)"	20.00	"mg/L"	33.46	-117.67	8/14/2017 13:08:06
"9 30I001966"	12/19/2013 0:00:00	33.46	-117.67	"Total Suspended Solids (TSS)"	121.00	"mg/L"	33.46	-117.67	8/14/2017 13:08:06
"9 30I001966"	12/19/2013 0:00:00	33.46	-117.67	"Zinc Total"	0.41	"mg/L"	33.46	-117.67	8/14/2017 13:08:06
"9 30I001966"	12/19/2013 0:00:00	33.46	-117.67	"Zinc Total"	0.44	"mg/L"	33.46	-117.67	8/14/2017 13:08:06
"9 30I002084"	11/27/2015 0:00:00	33.35	-117.43	"Copper Total"	6.3e-03	"mg/L"	33.58	-117.72	8/14/2017 13:08:08
"9 30I002084"	11/27/2015 0:00:00	33.35	-117.43	"Oil and Grease"	1.40	"mg/L"	33.58	-117.72	8/14/2017 13:08:08
"9 30I002084"	11/27/2015 0:00:00	33.35	-117.43	"pH"	7.00	"SU"	33.58	-117.72	8/14/2017 13:08:08
"9 30I002084"	11/27/2015 0:00:00	33.35	-117.43	"Total Suspended Solids (TSS)"	5.80	"mg/L"	33.58	-117.72	8/14/2017 13:08:08
"9 30I002084"	11/27/2015 0:00:00	33.35	-117.43	"Zinc Total"	0.07	"mg/L"	33.58	-117.72	8/14/2017 13:08:08
"9 30I002084"	3/28/2016 0:00:00	33.35	-117.43	"Copper Total"	0.02	"mg/L"	33.58	-117.72	8/14/2017 13:08:08
"9 30I002084"	3/28/2016 0:00:00	33.35	-117.43	"Oil and Grease"	2.30	"mg/L"	33.58	-117.72	8/14/2017 13:08:08
"9 30I002084"	3/28/2016 0:00:00	33.35	-117.43	"pH"	6.50	"SU"	33.58	-117.72	8/14/2017 13:08:08
"9 30I002084"	3/28/2016 0:00:00	33.35	-117.43	"Total Suspended Solids (TSS)"	15.00	"mg/L"	33.58	-117.72	8/14/2017 13:08:08
"9 30I002084"	3/28/2016 0:00:00	33.35	-117.43	"Turbidity"	13.00	"NTU"	33.58	-117.72	8/14/2017 13:08:08
"9 30I002084"	3/28/2016 0:00:00	33.35	-117.43	"Zinc Total"	0.44	"mg/L"	33.58	-117.72	8/14/2017 13:08:08
"9 30I002084"	11/21/2016 0:00:00	33.35	-117.43	"Oil and Grease"	1.40	"mg/L"	33.58	-117.72	8/14/2017 13:08:10
"9 30I002084"	11/21/2016 0:00:00	33.35	-117.43	"pH"	6.50	"SU"	33.58	-117.72	8/14/2017 13:08:10
"9 30I002084"	11/21/2016 0:00:00	33.35	-117.43	"Total Suspended Solids (TSS)"	7.20	"mg/L"	33.58	-117.72	8/14/2017 13:08:10
"9 30I002084"	1/9/2017 0:00:00	33.35	-117.43	"Oil and Grease"	1.40	"mg/L"	33.58	-117.72	8/14/2017 13:08:10
"9 30I002084"	1/9/2017 0:00:00	33.35	-117.43	"pH"	6.50	"SU"	33.58	-117.72	8/14/2017 13:08:10
"9 30I002084"	1/9/2017 0:00:00	33.35	-117.43	"Total Suspended Solids (TSS)"	27.00	"mg/L"	33.58	-117.72	8/14/2017 13:08:10
"9 30I005260"	10/9/2015 0:00:00	33.47	-117.62	"Iron Total"	0.16	"mg/L"	33.49	-117.61	8/14/2017 13:08:08
"9 30I005260"	10/9/2015 0:00:00	33.47	-117.62	"Oil and Grease"	1.70	"mg/L"	33.49	-117.61	8/14/2017 13:08:08
"9 30I005260"	10/9/2015 0:00:00	33.47	-117.62	"pH"	7.17	"SU"	33.49	-117.61	8/14/2017 13:08:08
"9 30I005260"	10/9/2015 0:00:00	33.47	-117.62	"Total Suspended Solids (TSS)"	5.80	"mg/L"	33.49	-117.61	8/14/2017 13:08:08
"9 30I005260"	12/3/2015 0:00:00	33.47	-117.62	"Iron Total"	0.31	"mg/L"	33.49	-117.61	8/14/2017 13:08:08
"9 30I005260"	12/3/2015 0:00:00	33.47	-117.62	"Oil and Grease"	1.70	"mg/L"	33.49	-117.61	8/14/2017 13:08:08
"9 30I005260"	12/3/2015 0:00:00	33.47	-117.62	"pH"	7.36	"SU"	33.49	-117.61	8/14/2017 13:08:08
"9 30I005260"	12/3/2015 0:00:00	33.47	-117.62	"Total Suspended Solids (TSS)"	15.00	"mg/L"	33.49	-117.61	8/14/2017 13:08:08
"9 30I005260"	2/3/2016 0:00:00	33.47	-117.62	"Iron Total"	0.69	"mg/L"	33.49	-117.61	8/14/2017 13:08:08
"9 30I005260"	2/3/2016 0:00:00	33.47	-117.62	"pH"	7.53	"SU"	33.49	-117.61	8/14/2017 13:08:08
"9 30I005260"	2/3/2016 0:00:00	33.47	-117.62	"Total Suspended Solids (TSS)"	35.00	"mg/L"	33.49	-117.61	8/14/2017 13:08:08
"9 30I005260"	2/17/2016 0:00:00	33.47	-117.62	"Iron Total"	0.82	"mg/L"	33.49	-117.61	8/14/2017 13:08:08
"9 30I005260"	2/17/2016 0:00:00	33.47	-117.62	"pH"	7.22	"SU"	33.49	-117.61	8/14/2017 13:08:08
"9 30I005260"	2/17/2016 0:00:00	33.47	-117.62	"Total Suspended Solids (TSS)"	12.00	"mg/L"	33.49	-117.61	8/14/2017 13:08:08
"9 30I005260"	2/16/2017 0:00:00	33.47	-117.62	"Chemical Oxygen Demand (COD)"	160.00	"mg/L"	33.49	-117.61	8/14/2017 13:08:09
"9 30I005260"	2/16/2017 0:00:00	33.47	-117.62	"Iron Total"	2.80	"mg/L"	33.49	-117.61	8/14/2017 13:08:09
"9 30I005260"	2/16/2017 0:00:00	33.47	-117.62	"pH"	7.56	"SU"	33.49	-117.61	8/14/2017 13:08:09
"9 30I005260"	2/16/2017 0:00:00	33.47	-117.62	"Total Suspended Solids (TSS)"	43.00	"mg/L"	33.49	-117.61	8/14/2017 13:08:09
"9 30I005260"	2/16/2017 0:00:00	33.47	-117.62	"Zinc Total"	0.09	"mg/L"	33.49	-117.61	8/14/2017 13:08:09
"9 30I005260"	3/9/2017 0:00:00	33.47	-117.62	"Chemical Oxygen Demand (COD)"	140.00	"mg/L"	33.49	-117.61	8/14/2017 13:08:09
"9 30I005260"	3/9/2017 0:00:00	33.47	-117.62	"Iron Total"	2.40	"mg/L"	33.49	-117.61	8/14/2017 13:08:09
"9 30I005260"	3/9/2017 0:00:00	33.47	-117.62	"pH"	7.49	"SU"	33.49	-117.61	8/14/2017 13:08:09
"9 30I005260"	3/9/2017 0:00:00	33.47	-117.62	"Total Suspended Solids (TSS)"	49.00	"mg/L"	33.49	-117.61	8/14/2017 13:08:09
"9 30I005260"	3/9/2017 0:00:00	33.47	-117.62	"Zinc Total"	0.07	"mg/L"	33.49	-117.61	8/14/2017 13:08:09
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Oil and Grease"	2.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Oil and Grease"	2.20	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Oil and Grease"	2.50	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Oil and Grease"	2.80	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Oil and Grease"	3.60	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Oil and Grease"	4.10	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Oil and Grease"	4.60	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"pH"	7.41	"SU"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"pH"	7.63	"SU"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"pH"	7.81	"SU"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"pH"	8.09	"SU"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"pH"	8.12	"SU"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"pH"	9.37	"SU"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	134.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	142.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	178.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	186.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	196.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	248.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	602.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	67.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	90.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	118.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	448.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	460.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	685.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	720.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	34.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	36.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	61.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	95.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	220.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	225.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	2/27/2014 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	310.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:06
"9 30I005770"	12/2/2014 0:00:00	33.43	-117.62	"Electrical Conductivity @ 25 Deg. C"	187.00	"umhos/cm"	33.43	-117.62	8/14/2017 13:08:07
"9 30I005770"	12/2/2014 0:00:00	33.43	-117.62	"Oil and Grease"	2.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:07
"9 30I005770"	12/2/2014 0:00:00	33.43	-117.62	"pH"	6.64	"SU"	33.43	-117.62	8/14/2017 13:08:07
"9 30I005770"	12/2/2014 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	125.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:07
"9 30I005770"	12/2/2014 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	60.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:07
"9 30I005770"	12/2/2014 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	30.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:07
"9 30I005770"	1/26/2015 0:00:00	33.43	-117.62	"Electrical Conductivity @ 25 Deg. C"	313.00	"umhos/cm"	33.43	-117.62	8/14/2017 13:08:07
"9 30I005770"	1/26/2015 0:00:00	33.43	-117.62	"Oil and Grease"	3.80	"mg/L"	33.43	-117.62	8/14/2017 13:08:07
"9 30I005770"	1/26/2015 0:00:00	33.43	-117.62	"pH"	6.70	"SU"	33.43	-117.62	8/14/2017 13:08:07
"9 30I005770"	1/26/2015 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	201.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:07
"9 30I005770"	1/26/2015 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	185.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:07
"9 30I005770"	1/9/2016 0:00:00	33.43	-117.62	"pH"	8.41	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2016 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	0.36	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2016 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	30.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2016 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	29.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2016 0:00:00	33.43	-117.62	"Turbidity"	27.60	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	1/9/2016 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	11.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Oil and Grease"	3.50	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Oil and Grease"	3.90	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Oil and Grease"	4.20	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Oil and Grease"	4.40	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Oil and Grease"	5.30	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Oil and Grease"	5.90	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Oil and Grease"	6.80	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"pH"	7.45	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"pH"	7.55	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"pH"	7.62	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"pH"	7.65	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"pH"	7.82	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"pH"	7.84	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"pH"	7.98	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	98.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	105.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	110.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	130.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	290.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	320.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	88.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	168.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	194.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	312.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	394.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	414.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	10/24/2016 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	488.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/21/2016 0:00:00	33.43	-117.62	"Oil and Grease"	1.80	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/21/2016 0:00:00	33.43	-117.62	"pH"	7.34	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/21/2016 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	0.13	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/21/2016 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	120.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/21/2016 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	35.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/21/2016 0:00:00	33.43	-117.62	"Turbidity"	35.60	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/21/2016 0:00:00	33.43	-117.62	"Volatile Suspended Solids (VSS)"	29.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Oil and Grease"	2.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"pH"	7.34	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"pH"	7.48	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"pH"	7.61	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"pH"	7.70	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"pH"	7.91	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"pH"	8.13	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"pH"	8.37	"SU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	0.08	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	0.09	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	0.10	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	0.12	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	0.13	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	0.14	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Phosphorus Total (as P)"	0.15	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	16.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	18.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	33.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	35.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	38.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	43.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Total Dissolved Solids (TDS)"	62.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	9.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	13.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	21.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	25.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	27.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	29.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Total Suspended Solids (TSS)"	33.00	"mg/L"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Turbidity"	6.70	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Turbidity"	8.10	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Turbidity"	14.00	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Turbidity"	15.50	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Turbidity"	15.90	"NTU"	33.43	-117.62	8/14/2017 13:08:09
"9 30I005770"	12/22/2016 0:00:00	33.43	-117.62	"Turbidity"	17.30	"NTU"	33.43	-117.62	8/14/2017 13:08:09
